"Notes"	"Census Division"	"Census Division Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error
	"Division 6: East South Central"	"CENS-D6"	"1999"	"1999"	"May, 1999"	"1999/05"	4157	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"1999"	"1999"	"Jun., 1999"	"1999/06"	3887	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"1999"	"1999"	"Jul., 1999"	"1999/07"	3982	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"1999"	"1999"	"Aug., 1999"	"1999/08"	3858	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"1999"	"1999"	"Sep., 1999"	"1999/09"	3800	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"1999"	"1999"	"Oct., 1999"	"1999/10"	4034	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"1999"	"1999"	"Nov., 1999"	"1999/11"	4098	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"1999"	"1999"	"Dec., 1999"	"1999/12"	4823	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"1999"	"1999"			51133	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2000"	"2000"	"Jan., 2000"	"2000/01"	5324	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2000"	"2000"	"Feb., 2000"	"2000/02"	4379	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2000"	"2000"	"Mar., 2000"	"2000/03"	4293	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2000"	"2000"	"Apr., 2000"	"2000/04"	4117	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2000"	"2000"	"May, 2000"	"2000/05"	4063	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2000"	"2000"	"Jun., 2000"	"2000/06"	3855	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2000"	"2000"	"Jul., 2000"	"2000/07"	3923	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2000"	"2000"	"Aug., 2000"	"2000/08"	3940	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2000"	"2000"	"Sep., 2000"	"2000/09"	3959	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2000"	"2000"	"Oct., 2000"	"2000/10"	4100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2000"	"2000"	"Nov., 2000"	"2000/11"	4065	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2000"	"2000"	"Dec., 2000"	"2000/12"	4754	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"2000"	"2000"			50772	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2001"	"2001"	"Jan., 2001"	"2001/01"	4787	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2001"	"2001"	"Feb., 2001"	"2001/02"	4244	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2001"	"2001"	"Mar., 2001"	"2001/03"	4495	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2001"	"2001"	"Apr., 2001"	"2001/04"	4218	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2001"	"2001"	"May, 2001"	"2001/05"	4268	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2001"	"2001"	"Jun., 2001"	"2001/06"	3873	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2001"	"2001"	"Jul., 2001"	"2001/07"	3903	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2001"	"2001"	"Aug., 2001"	"2001/08"	3833	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2001"	"2001"	"Sep., 2001"	"2001/09"	3801	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2001"	"2001"	"Oct., 2001"	"2001/10"	4103	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2001"	"2001"	"Nov., 2001"	"2001/11"	3977	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2001"	"2001"	"Dec., 2001"	"2001/12"	4251	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"2001"	"2001"			49753	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2002"	"2002"	"Jan., 2002"	"2002/01"	4636	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2002"	"2002"	"Feb., 2002"	"2002/02"	4503	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2002"	"2002"	"Mar., 2002"	"2002/03"	4865	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2002"	"2002"	"Apr., 2002"	"2002/04"	4111	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2002"	"2002"	"May, 2002"	"2002/05"	4127	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2002"	"2002"	"Jun., 2002"	"2002/06"	3849	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2002"	"2002"	"Jul., 2002"	"2002/07"	3767	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2002"	"2002"	"Aug., 2002"	"2002/08"	3728	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2002"	"2002"	"Sep., 2002"	"2002/09"	3820	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2002"	"2002"	"Oct., 2002"	"2002/10"	3846	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2002"	"2002"	"Nov., 2002"	"2002/11"	4289	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2002"	"2002"	"Dec., 2002"	"2002/12"	4639	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"2002"	"2002"			50180	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2003"	"2003"	"Jan., 2003"	"2003/01"	4522	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2003"	"2003"	"Feb., 2003"	"2003/02"	4168	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2003"	"2003"	"Mar., 2003"	"2003/03"	4419	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2003"	"2003"	"Apr., 2003"	"2003/04"	3924	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2003"	"2003"	"May, 2003"	"2003/05"	4031	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2003"	"2003"	"Jun., 2003"	"2003/06"	3700	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2003"	"2003"	"Jul., 2003"	"2003/07"	3696	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2003"	"2003"	"Aug., 2003"	"2003/08"	3820	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2003"	"2003"	"Sep., 2003"	"2003/09"	3667	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2003"	"2003"	"Oct., 2003"	"2003/10"	3998	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2003"	"2003"	"Nov., 2003"	"2003/11"	3971	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2003"	"2003"	"Dec., 2003"	"2003/12"	5155	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"2003"	"2003"			49071	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2004"	"2004"	"Jan., 2004"	"2004/01"	4694	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2004"	"2004"	"Feb., 2004"	"2004/02"	4003	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2004"	"2004"	"Mar., 2004"	"2004/03"	4191	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2004"	"2004"	"Apr., 2004"	"2004/04"	3899	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2004"	"2004"	"May, 2004"	"2004/05"	3773	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2004"	"2004"	"Jun., 2004"	"2004/06"	3539	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2004"	"2004"	"Jul., 2004"	"2004/07"	3699	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2004"	"2004"	"Aug., 2004"	"2004/08"	3628	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2004"	"2004"	"Sep., 2004"	"2004/09"	3618	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2004"	"2004"	"Oct., 2004"	"2004/10"	3689	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2004"	"2004"	"Nov., 2004"	"2004/11"	3681	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2004"	"2004"	"Dec., 2004"	"2004/12"	4145	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"2004"	"2004"			46559	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2005"	"2005"	"Jan., 2005"	"2005/01"	4335	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2005"	"2005"	"Feb., 2005"	"2005/02"	4210	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2005"	"2005"	"Mar., 2005"	"2005/03"	4614	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2005"	"2005"	"Apr., 2005"	"2005/04"	3872	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2005"	"2005"	"May, 2005"	"2005/05"	4029	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2005"	"2005"	"Jun., 2005"	"2005/06"	3590	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2005"	"2005"	"Jul., 2005"	"2005/07"	3549	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2005"	"2005"	"Aug., 2005"	"2005/08"	3587	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2005"	"2005"	"Sep., 2005"	"2005/09"	3574	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2005"	"2005"	"Oct., 2005"	"2005/10"	3715	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2005"	"2005"	"Nov., 2005"	"2005/11"	3760	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2005"	"2005"	"Dec., 2005"	"2005/12"	4399	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"2005"	"2005"			47234	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2006"	"2006"	"Jan., 2006"	"2006/01"	4140	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2006"	"2006"	"Feb., 2006"	"2006/02"	3980	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2006"	"2006"	"Mar., 2006"	"2006/03"	4252	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2006"	"2006"	"Apr., 2006"	"2006/04"	3796	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2006"	"2006"	"May, 2006"	"2006/05"	3859	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2006"	"2006"	"Jun., 2006"	"2006/06"	3551	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2006"	"2006"	"Jul., 2006"	"2006/07"	3522	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2006"	"2006"	"Aug., 2006"	"2006/08"	3442	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2006"	"2006"	"Sep., 2006"	"2006/09"	3492	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2006"	"2006"	"Oct., 2006"	"2006/10"	3789	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2006"	"2006"	"Nov., 2006"	"2006/11"	3760	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2006"	"2006"	"Dec., 2006"	"2006/12"	4092	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"2006"	"2006"			45675	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2007"	"2007"	"Jan., 2007"	"2007/01"	4070	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2007"	"2007"	"Feb., 2007"	"2007/02"	3999	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2007"	"2007"	"Mar., 2007"	"2007/03"	3901	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2007"	"2007"	"Apr., 2007"	"2007/04"	3633	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2007"	"2007"	"May, 2007"	"2007/05"	3621	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2007"	"2007"	"Jun., 2007"	"2007/06"	3428	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2007"	"2007"	"Jul., 2007"	"2007/07"	3537	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2007"	"2007"	"Aug., 2007"	"2007/08"	3492	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2007"	"2007"	"Sep., 2007"	"2007/09"	3306	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2007"	"2007"	"Oct., 2007"	"2007/10"	3624	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2007"	"2007"	"Nov., 2007"	"2007/11"	3648	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2007"	"2007"	"Dec., 2007"	"2007/12"	3900	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"2007"	"2007"			44159	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
